,id,label,parent,synonym,length
24214,DOID:14761,Greig cephalopolysyndactyly syndrome,acrocephalosyndactylia,polysyndactyly with peculiars skull shape,41.0
24215,DOID:14762,calcaneonavicular coalition,synostosis,multiple synostosis,28.0
24216,DOID:14762,calcaneonavicular coalition,synostosis,synostoses tarsal carpal and digital,38.0
24217,DOID:14764,Larsen syndrome,autosomal dominant disease,dominant larsen,24.0
24218,DOID:14764,Larsen syndrome,syndrome,dominant larsen,24.0
24222,DOID:14773,cartilage-hair hypoplasia,autosomal recessive disease,mckusick type metaphyseal chondrodysplasia,42.0
24223,DOID:14773,cartilage-hair hypoplasia,autosomal recessive disease,metaphyseal chondrodysplasia mckusick type,43.0
24225,DOID:14773,cartilage-hair hypoplasia,ectodermal dysplasia,mckusick type metaphyseal chondrodysplasia,42.0
24226,DOID:14773,cartilage-hair hypoplasia,ectodermal dysplasia,metaphyseal chondrodysplasia mckusick type,43.0
24227,DOID:14775,brittle cornea syndrome 1,corneal disease,type vib ehlersdanlos,31.0
24228,DOID:14775,brittle cornea syndrome 1,autosomal recessive disease,type vib ehlersdanlos,31.0
24229,DOID:14775,brittle cornea syndrome 1,Ehlers-Danlos syndrome,type vib ehlersdanlos,31.0
24230,DOID:14777,benign familial neonatal epilepsy,neonatal period electroclinical syndrome,familial neonatal seizures,26.0
24235,DOID:14784,olivopontocerebellar atrophy,neurodegenerative disease,dejerinethomas,24.0
24236,DOID:14784,olivopontocerebellar atrophy,neurodegenerative disease,thomas,16.0
24237,DOID:14784,olivopontocerebellar atrophy,neurodegenerative disease,wadiaswami,20.0
24238,DOID:14789,spondyloepiphyseal dysplasia congenita,autosomal dominant disease,late spondyloepiphyseal dysplasia,33.0
24239,DOID:14789,spondyloepiphyseal dysplasia congenita,spondyloepiphyseal dysplasia,late spondyloepiphyseal dysplasia,33.0
24240,DOID:14796,Dubowitz syndrome,syndrome,dubowitzs,19.0
24241,DOID:14796,Dubowitz syndrome,autosomal recessive disease,dubowitzs,19.0
24242,DOID:14798,Blount's disease,osteochondrodysplasia,blount,14.0
24243,DOID:14798,Blount's disease,osteochondrodysplasia,familial infantile type osteochondrosis deformans tibiae,56.0
24244,DOID:3388,periodontal disease,mouth disease,disease of supporting structures of teeth,41.0
24245,DOID:3388,periodontal disease,mouth disease,periodontium disorder,21.0
24247,DOID:1485,cystic fibrosis,syndrome,mucoviscidosis,14.0
24249,DOID:1485,cystic fibrosis,autosomal recessive disease,mucoviscidosis,14.0
24250,DOID:1495,cystic echinococcosis,heart disease,echinococcus granulosus infection,33.0
24251,DOID:1495,cystic echinococcosis,heart disease,echinococcus granulosus infection of lung,41.0
24252,DOID:1495,cystic echinococcosis,heart disease,echinococcus granulosus infection of thyroid,44.0
24253,DOID:1495,cystic echinococcosis,heart disease,liver echinococcus granulosus,29.0
24254,DOID:1495,cystic echinococcosis,heart disease,thyroid echinococcus granulosus,31.0
24255,DOID:1495,cystic echinococcosis,heart disease,echinococcus granulosus,23.0
24256,DOID:1495,cystic echinococcosis,heart disease,echinococcus granulosus infectious,42.0
24257,DOID:1495,cystic echinococcosis,heart disease,echinococcus granulosus infectious of liver,51.0
24258,DOID:1495,cystic echinococcosis,heart disease,echinococcus granulosus infectious of thyroid,53.0
24259,DOID:1495,cystic echinococcosis,heart disease,lung echinococcus granulosus,28.0
24260,DOID:1495,cystic echinococcosis,heart disease,unilocular echinococcosis,25.0
24261,DOID:1495,cystic echinococcosis,heart disease,unilocular hydatid,26.0
24262,DOID:1495,cystic echinococcosis,lung disease,echinococcus granulosus infection,33.0
24263,DOID:1495,cystic echinococcosis,lung disease,echinococcus granulosus infection of lung,41.0
24264,DOID:1495,cystic echinococcosis,lung disease,echinococcus granulosus infection of thyroid,44.0
24265,DOID:1495,cystic echinococcosis,lung disease,liver echinococcus granulosus,29.0
24266,DOID:1495,cystic echinococcosis,lung disease,thyroid echinococcus granulosus,31.0
24267,DOID:1495,cystic echinococcosis,lung disease,echinococcus granulosus,23.0
24268,DOID:1495,cystic echinococcosis,lung disease,echinococcus granulosus infectious,42.0
24269,DOID:1495,cystic echinococcosis,lung disease,echinococcus granulosus infectious of liver,51.0
24270,DOID:1495,cystic echinococcosis,lung disease,echinococcus granulosus infectious of thyroid,53.0
24271,DOID:1495,cystic echinococcosis,lung disease,lung echinococcus granulosus,28.0
24272,DOID:1495,cystic echinococcosis,lung disease,unilocular echinococcosis,25.0
24273,DOID:1495,cystic echinococcosis,lung disease,unilocular hydatid,26.0
24274,DOID:1495,cystic echinococcosis,brain disease,echinococcus granulosus infection,33.0
24275,DOID:1495,cystic echinococcosis,brain disease,echinococcus granulosus infection of lung,41.0
24276,DOID:1495,cystic echinococcosis,brain disease,echinococcus granulosus infection of thyroid,44.0
24277,DOID:1495,cystic echinococcosis,brain disease,liver echinococcus granulosus,29.0
24278,DOID:1495,cystic echinococcosis,brain disease,thyroid echinococcus granulosus,31.0
24279,DOID:1495,cystic echinococcosis,brain disease,echinococcus granulosus,23.0
24280,DOID:1495,cystic echinococcosis,brain disease,echinococcus granulosus infectious,42.0
24281,DOID:1495,cystic echinococcosis,brain disease,echinococcus granulosus infectious of liver,51.0
24282,DOID:1495,cystic echinococcosis,brain disease,echinococcus granulosus infectious of thyroid,53.0
24283,DOID:1495,cystic echinococcosis,brain disease,lung echinococcus granulosus,28.0
24284,DOID:1495,cystic echinococcosis,brain disease,unilocular echinococcosis,25.0
24285,DOID:1495,cystic echinococcosis,brain disease,unilocular hydatid,26.0
24286,DOID:1495,cystic echinococcosis,echinococcosis,echinococcus granulosus infection,33.0
24287,DOID:1495,cystic echinococcosis,echinococcosis,echinococcus granulosus infection of lung,41.0
24288,DOID:1495,cystic echinococcosis,echinococcosis,echinococcus granulosus infection of thyroid,44.0
24289,DOID:1495,cystic echinococcosis,echinococcosis,liver echinococcus granulosus,29.0
24290,DOID:1495,cystic echinococcosis,echinococcosis,thyroid echinococcus granulosus,31.0
24291,DOID:1495,cystic echinococcosis,echinococcosis,echinococcus granulosus,23.0
24292,DOID:1495,cystic echinococcosis,echinococcosis,echinococcus granulosus infectious,42.0
24293,DOID:1495,cystic echinococcosis,echinococcosis,echinococcus granulosus infectious of liver,51.0
24294,DOID:1495,cystic echinococcosis,echinococcosis,echinococcus granulosus infectious of thyroid,53.0
24295,DOID:1495,cystic echinococcosis,echinococcosis,lung echinococcus granulosus,28.0
24296,DOID:1495,cystic echinococcosis,echinococcosis,unilocular echinococcosis,25.0
24297,DOID:1495,cystic echinococcosis,echinococcosis,unilocular hydatid,26.0
24298,DOID:1495,cystic echinococcosis,liver disease,echinococcus granulosus infection,33.0
24299,DOID:1495,cystic echinococcosis,liver disease,echinococcus granulosus infection of lung,41.0
24300,DOID:1495,cystic echinococcosis,liver disease,echinococcus granulosus infection of thyroid,44.0
24301,DOID:1495,cystic echinococcosis,liver disease,liver echinococcus granulosus,29.0
24302,DOID:1495,cystic echinococcosis,liver disease,thyroid echinococcus granulosus,31.0
24303,DOID:1495,cystic echinococcosis,liver disease,echinococcus granulosus,23.0
24304,DOID:1495,cystic echinococcosis,liver disease,echinococcus granulosus infectious,42.0
24305,DOID:1495,cystic echinococcosis,liver disease,echinococcus granulosus infectious of liver,51.0
24306,DOID:1495,cystic echinococcosis,liver disease,echinococcus granulosus infectious of thyroid,53.0
24307,DOID:1495,cystic echinococcosis,liver disease,lung echinococcus granulosus,28.0
24308,DOID:1495,cystic echinococcosis,liver disease,unilocular echinococcosis,25.0
24309,DOID:1495,cystic echinococcosis,liver disease,unilocular hydatid,26.0
24310,DOID:1495,cystic echinococcosis,bone disease,echinococcus granulosus infection,33.0
24311,DOID:1495,cystic echinococcosis,bone disease,echinococcus granulosus infection of lung,41.0
24312,DOID:1495,cystic echinococcosis,bone disease,echinococcus granulosus infection of thyroid,44.0
24313,DOID:1495,cystic echinococcosis,bone disease,liver echinococcus granulosus,29.0
24314,DOID:1495,cystic echinococcosis,bone disease,thyroid echinococcus granulosus,31.0
24315,DOID:1495,cystic echinococcosis,bone disease,echinococcus granulosus,23.0
24316,DOID:1495,cystic echinococcosis,bone disease,echinococcus granulosus infectious,42.0
24317,DOID:1495,cystic echinococcosis,bone disease,echinococcus granulosus infectious of liver,51.0
24318,DOID:1495,cystic echinococcosis,bone disease,echinococcus granulosus infectious of thyroid,53.0
24319,DOID:1495,cystic echinococcosis,bone disease,lung echinococcus granulosus,28.0
24320,DOID:1495,cystic echinococcosis,bone disease,unilocular echinococcosis,25.0
24321,DOID:1495,cystic echinococcosis,bone disease,unilocular hydatid,26.0
24322,DOID:1498,cholera,primary bacterial infectious disease,cholera  vibrio cholerae,25.0
24323,DOID:1498,cholera,primary bacterial infectious disease,cholera due to vibrio cholerae,30.0
24324,DOID:1498,cholera,primary bacterial infectious disease,vibrio cholerae,15.0
24325,DOID:1509,avoidant personality disorder,personality disorder,anxious personality disorder,28.0
24326,DOID:1512,chronic gonorrhea of cervix,chronic cervicitis,gonococcal cervicitis chronic,30.0
24327,DOID:1512,chronic gonorrhea of cervix,chronic cervicitis,chronic gonococcal cervicitis,29.0
24329,DOID:1518,cecal disease,intestinal disease,disorder of cecum,17.0
24330,DOID:1519,cecum carcinoma,carcinoma,caecum carcinoma,16.0
24331,DOID:1519,cecum carcinoma,carcinoma,cecal cancer,12.0
24332,DOID:1519,cecum carcinoma,carcinoma,carcinoma of cecum,18.0
24333,DOID:1519,cecum carcinoma,cecum cancer,caecum carcinoma,16.0
24334,DOID:1519,cecum carcinoma,cecum cancer,cecal cancer,12.0
24335,DOID:1519,cecum carcinoma,cecum cancer,carcinoma of cecum,18.0
24336,DOID:1521,cecum cancer,large intestine cancer,malignant neoplasm of caecum,28.0
24337,DOID:1521,cecum cancer,large intestine cancer,malignant tumor of the cecum,28.0
24338,DOID:1521,cecum cancer,cecal disease,malignant neoplasm of caecum,28.0
24339,DOID:1521,cecum cancer,cecal disease,malignant tumor of the cecum,28.0
24340,DOID:1522,cecum lymphoma,lymphoma,cecal lymphoma,14.0
24341,DOID:1522,cecum lymphoma,cecum cancer,cecal lymphoma,14.0
24342,DOID:1523,colon lymphoma,lymphoma,colonic lymphoma,16.0
24343,DOID:1523,colon lymphoma,colon cancer,colonic lymphoma,16.0
24344,DOID:1525,nodular nonsuppurative panniculitis,panniculitis,relapsing febrile nodular nonsuppurative panniculitis,53.0
24345,DOID:1525,nodular nonsuppurative panniculitis,panniculitis,weber  christian,25.0
24346,DOID:1525,nodular nonsuppurative panniculitis,panniculitis,weberchristian,23.0
24347,DOID:1525,nodular nonsuppurative panniculitis,panniculitis,nodular nonsuppurative febrile panniculitis,44.0
24348,DOID:154,mixed cell type cancer,cell type cancer,malignant mixed cancer,22.0
24349,DOID:154,mixed cell type cancer,cell type cancer,malignant mixed neoplasm,24.0
24350,DOID:154,mixed cell type cancer,cell type cancer,mixed tumor,11.0
24351,DOID:154,mixed cell type cancer,cell type cancer,mixed tumor malignant,22.0
24352,DOID:1540,parathyroid carcinoma,carcinoma,parathyroid gland neoplasm,26.0
24353,DOID:1540,parathyroid carcinoma,carcinoma,carcinoma of parathyroid gland,30.0
24354,DOID:1540,parathyroid carcinoma,carcinoma,malignant neoplasm of parathyroid gland,39.0
24355,DOID:1540,parathyroid carcinoma,carcinoma,malignant neoplasm of the parathyroid,37.0
24356,DOID:1540,parathyroid carcinoma,carcinoma,malignant tumor of parathyroid gland,36.0
24357,DOID:1540,parathyroid carcinoma,carcinoma,neoplasm of parathyroid gland,29.0
24358,DOID:1540,parathyroid carcinoma,carcinoma,parathyroid gland cancer,24.0
24359,DOID:1540,parathyroid carcinoma,carcinoma,parathyroid neoplasm,20.0
24360,DOID:1540,parathyroid carcinoma,parathyroid gland disease,parathyroid gland neoplasm,26.0
24361,DOID:1540,parathyroid carcinoma,parathyroid gland disease,carcinoma of parathyroid gland,30.0
24362,DOID:1540,parathyroid carcinoma,parathyroid gland disease,malignant neoplasm of parathyroid gland,39.0
24363,DOID:1540,parathyroid carcinoma,parathyroid gland disease,malignant neoplasm of the parathyroid,37.0
24364,DOID:1540,parathyroid carcinoma,parathyroid gland disease,malignant tumor of parathyroid gland,36.0
24365,DOID:1540,parathyroid carcinoma,parathyroid gland disease,neoplasm of parathyroid gland,29.0
24366,DOID:1540,parathyroid carcinoma,parathyroid gland disease,parathyroid gland cancer,24.0
24367,DOID:1540,parathyroid carcinoma,parathyroid gland disease,parathyroid neoplasm,20.0
24368,DOID:1540,parathyroid carcinoma,endocrine gland cancer,parathyroid gland neoplasm,26.0
24369,DOID:1540,parathyroid carcinoma,endocrine gland cancer,carcinoma of parathyroid gland,30.0
24370,DOID:1540,parathyroid carcinoma,endocrine gland cancer,malignant neoplasm of parathyroid gland,39.0
24371,DOID:1540,parathyroid carcinoma,endocrine gland cancer,malignant neoplasm of the parathyroid,37.0
24372,DOID:1540,parathyroid carcinoma,endocrine gland cancer,malignant tumor of parathyroid gland,36.0
24373,DOID:1540,parathyroid carcinoma,endocrine gland cancer,neoplasm of parathyroid gland,29.0
24374,DOID:1540,parathyroid carcinoma,endocrine gland cancer,parathyroid gland cancer,24.0
24375,DOID:1540,parathyroid carcinoma,endocrine gland cancer,parathyroid neoplasm,20.0
24376,DOID:170,endocrine gland cancer,organ system cancer,endocrine tumor,15.0
24377,DOID:170,endocrine gland cancer,organ system cancer,endocrine neoplasm,18.0
24378,DOID:170,endocrine gland cancer,organ system cancer,malignant endocrine tumor,25.0
24379,DOID:170,endocrine gland cancer,organ system cancer,malignant neoplasm of endocrine gland,37.0
24380,DOID:170,endocrine gland cancer,organ system cancer,malignant tumour of endocrine gland,35.0
24381,DOID:170,endocrine gland cancer,organ system cancer,neoplasm of endocrine gland,27.0
24382,DOID:170,endocrine gland cancer,organ system cancer,neoplasm of endocrine system,28.0
24383,DOID:1542,head and neck carcinoma,carcinoma,carcinoma of the neck,21.0
24384,DOID:1542,head and neck carcinoma,head and neck cancer,carcinoma of the neck,21.0
24386,DOID:1556,arthus reaction,hypersensitivity reaction type III disease,arthus phenomenon,17.0
24387,DOID:1556,arthus reaction,hypersensitivity reaction type III disease,arthus type urticaria,21.0
24388,DOID:1557,hypersensitivity reaction type III disease,hypersensitivity reaction disease,immune complex,22.0
24389,DOID:1562,chromoblastomycosis,subcutaneous mycosis,chromomycosis,13.0
24390,DOID:1562,chromoblastomycosis,subcutaneous mycosis,mossy foot,18.0
24393,DOID:1572,normal pressure hydrocephalus,communicating hydrocephalus,low pressure hydrocephalus,26.0
24395,DOID:1574,alcohol use disorder,substance abuse,ethanol abuse,13.0
24396,DOID:1574,alcohol use disorder,substance abuse,alcohol abuse,13.0
24398,DOID:1577,limited scleroderma,systemic scleroderma,limited cutaneous systemic sclerosis,36.0
24399,DOID:1577,limited scleroderma,systemic scleroderma,systemic sclerosis limited,27.0
24400,DOID:418,systemic scleroderma,scleroderma,scleroderma,11.0
24401,DOID:418,systemic scleroderma,scleroderma,scleroderma,20.0
24402,DOID:418,systemic scleroderma,scleroderma,progressive systemic sclerosis,30.0
24403,DOID:418,systemic scleroderma,scleroderma,systemic sclerosis,18.0
24404,DOID:1578,pulmonary systemic sclerosis,lung disease,lung with systemic sclerosis,36.0
24405,DOID:1578,pulmonary systemic sclerosis,lung disease,lung involvement in systemic sclerosis,38.0
24406,DOID:1578,pulmonary systemic sclerosis,systemic scleroderma,lung with systemic sclerosis,36.0
24407,DOID:1578,pulmonary systemic sclerosis,systemic scleroderma,lung involvement in systemic sclerosis,38.0
24408,DOID:1580,diffuse scleroderma,systemic scleroderma,diffuse systemic sclerosis,26.0
24409,DOID:1580,diffuse scleroderma,systemic scleroderma,systemic sclerosis diffuse,27.0
24411,DOID:1584,acute chest syndrome,lung disease,acute chest in sickle cell,43.0
24412,DOID:1586,rheumatic fever,bacterial infectious disease,acute rheumatic fever,21.0
24413,DOID:1586,rheumatic fever,bacterial infectious disease,rhf  rheumatic fever,21.0
24414,DOID:1587,thrombocytopenia due to platelet alloimmunization,thrombocytopenia,autoimmune thrombocytopenia,28.0
24415,DOID:1587,thrombocytopenia due to platelet alloimmunization,thrombocytopenia,immune thrombocytopenia,23.0
24416,DOID:1587,thrombocytopenia due to platelet alloimmunization,thrombocytopenia,thrombocytopenia due to immune destruction,42.0
24418,DOID:1595,melancholic depression,major depressive disorder,endogenous depression,21.0
24419,DOID:1595,melancholic depression,major depressive disorder,major depressive disorder with melancholic features,51.0
24420,DOID:1595,melancholic depression,major depressive disorder,melancholia,11.0
24422,DOID:1614,male breast cancer,breast cancer,malignant neoplasm of male breast,33.0
24423,DOID:1614,male breast cancer,breast cancer,neoplasm of male breast,23.0
24425,DOID:1618,breast fibroadenoma,adenoma,complex fibroadenoma of breast,30.0
24426,DOID:1618,breast fibroadenoma,adenoma,fibroadenoma of breast,22.0
24427,DOID:1618,breast fibroadenoma,adenoma,juvenile fibroadenoma,21.0
24428,DOID:1618,breast fibroadenoma,adenoma,cellular fibroadenoma,21.0
24429,DOID:1618,breast fibroadenoma,adenoma,fibroadenoma,12.0
24430,DOID:1618,breast fibroadenoma,adenoma,juvenile fibroadenoma of breast,31.0
24431,DOID:1618,breast fibroadenoma,breast benign neoplasm,complex fibroadenoma of breast,30.0
24432,DOID:1618,breast fibroadenoma,breast benign neoplasm,fibroadenoma of breast,22.0
24433,DOID:1618,breast fibroadenoma,breast benign neoplasm,juvenile fibroadenoma,21.0
24434,DOID:1618,breast fibroadenoma,breast benign neoplasm,cellular fibroadenoma,21.0
24435,DOID:1618,breast fibroadenoma,breast benign neoplasm,fibroadenoma,12.0
24436,DOID:1618,breast fibroadenoma,breast benign neoplasm,juvenile fibroadenoma of breast,31.0
24438,DOID:1625,breast adenoma,adenoma,ademoma  breast,16.0
24439,DOID:1625,breast adenoma,breast benign neoplasm,ademoma  breast,16.0
24440,DOID:1626,breast duct papilloma,papilloma,duct papilloma of breast,24.0
24441,DOID:1626,breast duct papilloma,papilloma,papilloma of the breast,23.0
24442,DOID:1626,breast duct papilloma,intraductal papillary breast neoplasm,duct papilloma of breast,24.0
24443,DOID:1626,breast duct papilloma,intraductal papillary breast neoplasm,papilloma of the breast,23.0
24445,DOID:1627,intraductal papilloma,papilloma,ductal papilloma,16.0
24446,DOID:1627,intraductal papilloma,intraductal breast benign neoplasm,ductal papilloma,16.0
24449,DOID:1631,benign breast phyllodes tumor,breast benign neoplasm,cystosarcoma phyllodes,22.0
24450,DOID:1631,benign breast phyllodes tumor,breast benign neoplasm,phyllodes neoplasm,18.0
24451,DOID:1631,benign breast phyllodes tumor,breast benign neoplasm,benign phyllodes neoplasm,25.0
24452,DOID:1631,benign breast phyllodes tumor,breast benign neoplasm,benign phyllodes neoplasm of the breast,39.0
24453,DOID:1631,benign breast phyllodes tumor,breast benign neoplasm,benign cystosarcoma phyllodes,29.0
24456,DOID:1638,central nervous system tuberculosis,central nervous system disease,intracranial tuberculoma,24.0
24457,DOID:1638,central nervous system tuberculosis,central nervous system disease,tuberculoma of brain,20.0
24458,DOID:1638,central nervous system tuberculosis,central nervous system disease,tuberculosis of meninges and central nervous system,51.0
24459,DOID:1638,central nervous system tuberculosis,central nervous system disease,tuberculous abscess of brain,28.0
24460,DOID:1638,central nervous system tuberculosis,extrapulmonary tuberculosis,intracranial tuberculoma,24.0
24461,DOID:1638,central nervous system tuberculosis,extrapulmonary tuberculosis,tuberculoma of brain,20.0
24462,DOID:1638,central nervous system tuberculosis,extrapulmonary tuberculosis,tuberculosis of meninges and central nervous system,51.0
24463,DOID:1638,central nervous system tuberculosis,extrapulmonary tuberculosis,tuberculous abscess of brain,28.0
24464,DOID:1639,skeletal tuberculosis,extrapulmonary tuberculosis,osteoarticular tuberculosis,27.0
24465,DOID:1639,skeletal tuberculosis,bone disease,osteoarticular tuberculosis,27.0
24466,DOID:1641,benign breast adenomyoepithelioma,breast benign neoplasm,benign adenomyoepithelioma of the breast,40.0
24467,DOID:1642,breast adenomyoepithelioma,breast myoepithelial neoplasm,breast adenomyoepithelioma with malignant change,48.0
24468,DOID:1642,breast adenomyoepithelioma,breast myoepithelial neoplasm,malignant adenomyoepithelioma of breast,39.0
24470,DOID:1647,female breast upper-inner quadrant cancer,female breast cancer,malignant neoplasm of upperinner quadrant of female breast,59.0
24471,DOID:1649,female breast lower-inner quadrant cancer,female breast cancer,malignant neoplasm of lowerinner quadrant of female breast,59.0
24472,DOID:1650,female breast axillary tail cancer,female breast cancer,malignant neoplasm of axillary tail of female breast,52.0
24473,DOID:1657,ventricular septal defect,heart septal defect,interventricular septal defect,30.0
24474,DOID:1657,ventricular septal defect,heart septal defect,ventricular septal abnormality,30.0
24475,DOID:1659,supratentorial cancer,brain cancer,brain neoplasm supratentorial,30.0
24476,DOID:1659,supratentorial cancer,brain cancer,malignant supratentorial tumor,30.0
24477,DOID:166,melanotic neuroectodermal tumor,bone benign neoplasm,infantile melanotic neuroectodermal neoplasm,44.0
24478,DOID:166,melanotic neuroectodermal tumor,bone benign neoplasm,melanotic neuroectodermal tumor of infancy,42.0
24479,DOID:166,melanotic neuroectodermal tumor,bone benign neoplasm,melanotic neuroectodermal tumour of infancy,43.0
24480,DOID:166,melanotic neuroectodermal tumor,bone benign neoplasm,pigmented neuroectodermal tumour of infancy,43.0
24481,DOID:166,melanotic neuroectodermal tumor,bone benign neoplasm,melanotic neuroectodermal tumour,32.0
24482,DOID:1660,malignant pineal area germ cell neoplasm,pineal gland cancer,pineal region germ cell tumor,29.0
24483,DOID:1660,malignant pineal area germ cell neoplasm,pineal gland cancer,malignant pineal parenchymal germ cell tumor,44.0
24484,DOID:1660,malignant pineal area germ cell neoplasm,pineal gland cancer,pineal germ cell tumor,22.0
24485,DOID:1664,pineoblastoma,pineal gland cancer,pineal pnet,11.0
24486,DOID:1670,Behcet's syndrome arthropathy,arthropathy,arthropathy in behcets involving ankle and foot,57.0
24487,DOID:1670,Behcet's syndrome arthropathy,arthropathy,arthropathy in behcets involving forearm,50.0
24488,DOID:1670,Behcet's syndrome arthropathy,arthropathy,arthropathy in behcets involving hand,47.0
24489,DOID:1670,Behcet's syndrome arthropathy,arthropathy,arthropathy in behcets involving lower leg,52.0
24490,DOID:1670,Behcet's syndrome arthropathy,arthropathy,arthropathy in behcets involving multiple sites,57.0
24491,DOID:1670,Behcet's syndrome arthropathy,arthropathy,arthropathy in behcets involving pelvic region and thigh,66.0
24492,DOID:1670,Behcet's syndrome arthropathy,arthropathy,arthropathy in behcets involving shoulder region,58.0
24493,DOID:1670,Behcet's syndrome arthropathy,arthropathy,arthropathy in behcets involving upper arm,52.0
24494,DOID:1670,Behcet's syndrome arthropathy,arthropathy,behcet arthropathy,27.0
24499,DOID:1687,neovascular glaucoma,glaucoma,secondary angleclosure glaucoma with rubeosis,46.0
24500,DOID:169,neuroendocrine tumor,endocrine gland cancer,neuroendocrine neoplasm,23.0
24501,DOID:1700,X-linked ichthyosis,X-linked recessive disease,xlinked ichthyosis with sterylsulphatase deficiency,53.0
24502,DOID:1700,X-linked ichthyosis,X-linked recessive disease,xlinked placental sterylsulphatase deficiency,47.0
24503,DOID:1700,X-linked ichthyosis,X-linked recessive disease,xlinked recessive ichthyosis,29.0
24504,DOID:1700,X-linked ichthyosis,ichthyosis,xlinked ichthyosis with sterylsulphatase deficiency,53.0
24505,DOID:1700,X-linked ichthyosis,ichthyosis,xlinked placental sterylsulphatase deficiency,47.0
24506,DOID:1700,X-linked ichthyosis,ichthyosis,xlinked recessive ichthyosis,29.0
24507,DOID:1702,ichthyosis vulgaris,autosomal dominant disease,dominant congenital ichthyosiform erythroderma,46.0
24508,DOID:1702,ichthyosis vulgaris,ichthyosis,dominant congenital ichthyosiform erythroderma,46.0
24509,DOID:1703,Richter's syndrome,chronic lymphocytic leukemia,richter,16.0
24510,DOID:171,neuroectodermal tumor,nervous system cancer,primitive neuroectodermal neoplasm,34.0
24511,DOID:1712,aortic valve stenosis,aortic valve disease,aortic stenosis,15.0
24512,DOID:1712,aortic valve stenosis,aortic valve disease,rheumatic aortic stenosis,25.0
24513,DOID:1712,aortic valve stenosis,aortic valve disease,rheumatic aortic valve stenosis,31.0
24515,DOID:172,clear cell acanthoma,skin benign neoplasm,pale clear cell acanthoma,27.0
24516,DOID:1724,duodenal ulcer,peptic ulcer disease,curling ulcer,13.0
24517,DOID:1724,duodenal ulcer,peptic ulcer disease,curlings ulcers,16.0
24518,DOID:1724,duodenal ulcer,peptic ulcer disease,stress ulcer,12.0
24520,DOID:1726,partial of retinal vein occlusion,retinal vein occlusion,partial retinal vein occlusion,30.0
24521,DOID:1726,partial of retinal vein occlusion,retinal vein occlusion,partial occlusion of retinal vein,33.0
24522,DOID:1727,retinal vein occlusion,vein disease,occlusion of retinal vein,26.0
24523,DOID:1727,retinal vein occlusion,retinal vascular occlusion,occlusion of retinal vein,26.0
24524,DOID:173,eccrine sweat gland neoplasm,sweat gland benign neoplasm,eccrine tumor,13.0
24525,DOID:173,eccrine sweat gland neoplasm,sweat gland benign neoplasm,eccrine skin neoplasm,21.0
24526,DOID:2664,sweat gland benign neoplasm,skin benign neoplasm,sweat gland tumor,17.0
24527,DOID:2664,sweat gland benign neoplasm,skin benign neoplasm,neoplasm of sweat gland,23.0
24528,DOID:2664,sweat gland benign neoplasm,skin benign neoplasm,tumor of the sweat gland,24.0
24529,DOID:2664,sweat gland benign neoplasm,sweat gland disease,sweat gland tumor,17.0
24530,DOID:2664,sweat gland benign neoplasm,sweat gland disease,neoplasm of sweat gland,23.0
24531,DOID:2664,sweat gland benign neoplasm,sweat gland disease,tumor of the sweat gland,24.0
24532,DOID:1733,cryptosporidiosis,intestinal disease,cryptosporidial gastroenteritis,31.0
24533,DOID:1733,cryptosporidiosis,intestinal disease,infection by cryptosporidium,28.0
24534,DOID:1733,cryptosporidiosis,intestinal disease,intestinal cryptosporidiosis,28.0
24535,DOID:1733,cryptosporidiosis,coccidiosis,cryptosporidial gastroenteritis,31.0
24536,DOID:1733,cryptosporidiosis,coccidiosis,infection by cryptosporidium,28.0
24537,DOID:1733,cryptosporidiosis,coccidiosis,intestinal cryptosporidiosis,28.0
24538,DOID:1738,small intestine leiomyoma,leiomyoma,leiomyoma small bowel,22.0
24539,DOID:1738,small intestine leiomyoma,small intestine benign neoplasm,leiomyoma small bowel,22.0
24541,DOID:3168,squamous cell neoplasm,cell type benign neoplasm,epidermoid cell tumor,21.0
24542,DOID:3168,squamous cell neoplasm,cell type benign neoplasm,squamous cell tumor,19.0
24543,DOID:1742,drug psychosis,drug-induced mental disorder,druginduced psychosis,22.0
24544,DOID:1742,drug psychosis,drug-induced mental disorder,druginduced psychotic disorder,31.0
24545,DOID:1748,conjunctival squamous cell carcinoma,squamous cell carcinoma,conjunctival epidermoid carcinoma,33.0
24546,DOID:1748,conjunctival squamous cell carcinoma,squamous cell carcinoma,invasive squamous cell carcinoma of the conjunctiva,51.0
24547,DOID:1748,conjunctival squamous cell carcinoma,squamous cell carcinoma,ocular surface squamous neoplasia,33.0
24548,DOID:1748,conjunctival squamous cell carcinoma,squamous cell carcinoma,squamous cell carcinoma of conjunctiva,38.0
24549,DOID:1748,conjunctival squamous cell carcinoma,conjunctival cancer,conjunctival epidermoid carcinoma,33.0
24550,DOID:1748,conjunctival squamous cell carcinoma,conjunctival cancer,invasive squamous cell carcinoma of the conjunctiva,51.0
24551,DOID:1748,conjunctival squamous cell carcinoma,conjunctival cancer,ocular surface squamous neoplasia,33.0
24552,DOID:1748,conjunctival squamous cell carcinoma,conjunctival cancer,squamous cell carcinoma of conjunctiva,38.0
24553,DOID:5467,conjunctival cancer,conjunctival disease,conjunctival tumor,18.0
24554,DOID:5467,conjunctival cancer,conjunctival disease,malignant conjunctival tumor,28.0
