,ID,TEXT
2221,79,interleukin-6
2222,79,IL-6
2223,79,p53
2224,79,beta1-integrin
2225,79,apoptosis-related proteins
2226,79,IL-6
2227,79,signal transducer and activator of transcription 3
2228,79,STAT3
2229,79,RhoA
2230,79,Rock
2231,79,p190RhoGAP
2232,79,Src homology-2 domain-containing phosphatase
2233,79,SHP2
2234,79,beta1-integrin
2235,79,IL-6
2236,79,STAT3
2237,79,Bcl-XL
2238,79,Bcl-2
2239,79,Bax
2240,79,cytochrome c
2241,79,caspase-3
2242,79,p190RhoGAP
2243,79,RhoA
2244,79,SHP2
2245,79,Rho
2246,79,Rock
2247,79,RhoA
2248,79,STAT3
2249,79,RhoA
2250,79,Rock
2251,79,STAT3
2252,79,RhoA
2253,79,Rock
2254,80,Blocking of ERK1 and ERK2 sensitizes human mesothelioma cells to doxorubicin.
2255,80,ERK1
2256,80,ERK2
2257,80,"BACKGROUND: Malignant mesotheliomas (MM) have a poor prognosis, largely because of their chemoresistance to anti-cancer drugs such as doxorubicin (Dox). Here we show using human MM lines that Dox activates extracellular signal-regulated kinases (ERK1 and 2), causally linked to increased expression of ABC transporter genes, decreased accumulation of Dox, and enhanced MM growth. Using the MEK1/2 inhibitor, U0126 and stably transfected shERK1 and shERK2 MM cell lines, we show that inhibition of both ERK1 and 2 sensitizes MM cells to Dox. RESULTS: U0126 significantly modulated endogenous expression of several important drug resistance (BCL2, ABCB1, ABCC3), prosurvival (BCL2), DNA repair (BRCA1, BRCA2), hormone receptor (AR, ESR2, PPARgamma) and drug metabolism (CYP3A4) genes newly identified in MM cells. In comparison to shControl lines, MM cell lines stably transfected with shERK1 or shERK2 exhibited significant increases in intracellular accumulation of Dox and decreases in cell viability. Affymetrix microarray analysis on stable shERK1 and shERK2 MM lines showed more than 2-fold inhibition (p &lt;= 0.05) of expression of ATP binding cassette genes (ABCG1, ABCA5, ABCA2, MDR/TAP, ABCA1, ABCA8, ABCC2) in comparison to shControl lines. Moreover, injection of human MM lines into SCID mice showed that stable shERK1 or shERK2 lines had significantly slower tumor growth rates in comparison to shControl lines after Dox treatment. CONCLUSIONS: These studies suggest that blocking ERK1 and 2, which play critical roles in multi-drug resistance and survival, may be beneficial in combination with chemotherapeutic drugs in the treatment of MMs and other tumors."
2258,80,extracellular signal-regulated kinases
2259,80,ERK1 and 2
2260,80,MEK1/2
2261,80,ERK1
2262,80,ERK2
2263,80,ERK1 and 2
2264,80,BCL2
2265,80,ABCB1
2266,80,ABCC3
2267,80,BCL2
2268,80,BRCA1
2269,80,BRCA2
2270,80,hormone receptor
2271,80,AR
2272,80,ESR2
2273,80,PPARgamma
2274,80,CYP3A4
2275,80,ERK1
2276,80,ERK2
2277,80,ERK1
2278,80,ERK2
2279,80,ATP binding cassette
2280,80,ABCG1
2281,80,ABCA5
2282,80,ABCA2
2283,80,MDR/TAP
2284,80,ABCA1
2285,80,ABCA8
2286,80,ABCC2
2287,80,ERK1
2288,80,ERK2
2289,80,ERK1 and 2
2290,81,Aberrant expression of genes necessary for neuronal development and Notch signaling in an epileptic mind bomb zebrafish.
2291,81,Notch
2292,81,mind bomb
2293,81,"Mutation within an ubiquitin E3 ligase gene can lead to a failure in Notch signaling, excessive neurons, and depletion of neural progenitor cells in mind bomb mutants. Using mib(hi904) zebrafish, we reported seizures and a down-regulation of gamma-aminobutyric acid (GABA) signaling pathway genes. A transcriptome analysis also identified differential expression pattern of genes related to Notch signaling and neurodevelopment. Here, we selected nine of these genes (her4.2, hes5, bhlhb5, hoxa5a, hoxb5b, dmbx1a, dbx1a, nxph1, and plxnd1) and performed a more thorough analysis of expression using conventional polymerase chain reaction, real-time polymerase chain reaction and in situ hybridization. Transgenic reporter fish (Gfap:GFP and Dlx5a-6a:GFP) were used to assess early brain morphology in vivo. Down-regulation of many of these genes was prominent throughout key structures of the developing mib(hi904) zebrafish brain including, but not limited to, the pallium, ventral thalamus, and optic tectum. Brain expression of Dlx5a-6a and Gfap was also reduced. In conclusion, these expression studies indicate a general down-regulation of Notch signaling genes necessary for proper brain development and suggest that these mutant fish could provide valuable insights into neurological conditions, such as Angelman syndrome, associated with ubiquitin E3 ligase mutation."
2294,81,ubiquitin E3 ligase
2295,81,Notch
2296,81,mind bomb
2297,81,mib
2298,81,Notch
2299,81,her4.2
2300,81,hes5
2301,81,bhlhb5
2302,81,hoxa5a
2303,81,hoxb5b
2304,81,dmbx1a
2305,81,dbx1a
2306,81,nxph1
2307,81,plxnd1
2308,81,Gfap
2309,81,Dlx5a-6a
2310,81,mib
2311,81,Dlx5a-6a
2312,81,Gfap
2313,81,Notch
2314,81,ubiquitin E3 ligase
2315,82,Recombinant Brugia malayi pepsin inhibitor (rBm33) induced monocyte function and absence of apoptotic cell death: an in vitro study.
2316,82,Brugia malayi pepsin inhibitor
2317,82,Bm33
2318,82,"The effect of recombinant Brugia malayi pepsin inhibitor (rBm33) on human monocytes/macrophages has been examined using THP-1 cells. THP-1 cells stimulated with rBm33 showed enhanced levels of expression of pro-inflammatory cytokines (IL-1beta, TNF-alpha, IL-6) and diminished levels of IL-12, iNOS and anti-inflammatory cytokine (IL-10) expression suggesting the predominant features of Th1 response. Phorbol-12-myristate-13-acetate (PMA) treated THP-1 cells stimulated with rBm33 and subsequent incubation with GFP expressing Escherichia coli (E. coli) for 2 h enhanced the uptake of E. coli. Nitric oxide (NO) levels measured in the supernatants of these cultures did not show significant changes. Apoptotic studies with Peripheral Blood Mononuclear Cells (PBMCs) from normal individuals stimulated with rBm33 did not induce apoptosis of monocytes or lymphocytes. These observations suggest that rBm33 stimulates macrophages to induce Th1 response and does not promote apoptosis."
2319,82,Brugia malayi pepsin inhibitor
2320,82,Bm33
2321,82,Bm33
2322,82,cytokines
2323,82,IL-1beta
2324,82,TNF-alpha
2325,82,IL-6
2326,82,IL-12
2327,82,iNOS
2328,82,cytokine
2329,82,IL-10
2330,82,Bm33
2331,82,Bm33
2332,82,Bm33
2333,83,Altered AKT1 and MAPK1 gene expression on peripheral blood mononuclear cells and correlation with T-helper-transcription factors in systemic lupus erythematosus patients.
2334,83,AKT1
2335,83,MAPK1
2336,83,"Kinases have been implicated in the immunopathological mechanisms of Systemic Lupus Erythematosus (SLE). v-akt murine-thymoma viral-oncogene-homolog 1 (AKT1) and mitogen-activated-protein-kinase 1 (MAPK1) gene expressions in peripheral mononuclear cells from thirteen SLE patients with inactive or mild disease were evaluated using quantitative real-time reverse-transcription polymerase-chain-reaction and analyzed whether there was any correlation with T-helper (Th) transcription factors (TF) gene expression, cytokines, and S100A8/S100A9-(Calprotectin). Age- and gender-matched thirteen healthy controls were examined. AKT1 and MAPK1 expressions were upregulated in SLE patients and correlated with Th17-(Retinoic acid-related orphan receptor (ROR)-C), T-regulatory-(Treg)-(Transforming Growth Factor Beta (TGFB)-2), and Th2-(interleukin (IL)-5)-related genes. MAPK1 expression correlated with Th1-(IL-12A, T-box TF-(T-bet)), Th2-(GATA binding protein-(GATA)-3), and IL-10 expressions. IL-10 expression was increased and correlated with plasma Tumor Necrosis Factor (TNF)-alpha and Th0-(IL-2), Th1-(IL-12A, T-bet), GATA3, Treg-(Forkhead/winged-helix transcription factor- (FOXP)-3), and IL-6 expressions. FOXP3 expression, FOXP3/RORC, and FOXP3/GATA3 expression ratios were increased. Plasma IL-1beta, IL-12(p70), Interferon-(IFN)-gamma, and IL-6 cytokines were augmented. Plasma IL-1beta, IL-6, IL-2, IFN-gamma, TNF-alpha, IL-10, and IL-13 correlated with C-reactive protein, respectively. Increased Calprotectin correlated with neutrophils. Conclusion, SLE patients presented a systemic immunoinflammatory activity, augmented AKT1 and MAPK1 expressions, proinflammatory cytokines, and Calprotectin, together with increased expression of Treg-related genes, suggesting a regulatory feedback opposing the inflammatory activity."
2337,83,Kinases
2338,83,v-akt murine-thymoma viral-oncogene-homolog 1
2339,83,AKT1
2340,83,mitogen-activated-protein-kinase 1
2341,83,MAPK1
2342,83,cytokines
2343,83,S100A8
2344,83,S100A9
2345,83,Calprotectin
2346,83,AKT1
2347,83,MAPK1
2348,83,Retinoic acid-related orphan receptor
2349,83,(ROR)-C)
2350,83,Transforming Growth Factor Beta
2351,83,(TGFB)-2)
2352,83,(interleukin (IL)-5)
2353,83,MAPK1
2354,83,IL-12A
2355,83,T-box TF
2356,83,T-bet
2357,83,GATA binding protein-(GATA)-3
2358,83,IL-10
2359,83,IL-10
2360,83,Tumor Necrosis Factor (TNF)-alpha
2361,83,IL-2
2362,83,IL-12A
2363,83,T-bet
2364,83,GATA3
2365,83,Forkhead/winged-helix transcription factor
2366,83,(FOXP)-3)
2367,83,IL-6
2368,83,FOXP3
2369,83,FOXP3
2370,83,RORC
2371,83,FOXP3
2372,83,GATA3
2373,83,IL-1beta
2374,83,IL-12(p70)
2375,83,Interferon-(IFN)-gamma
2376,83,IL-6
2377,83,cytokines
2378,83,IL-1beta
2379,83,IL-6
2380,83,IL-2
2381,83,IFN-gamma
2382,83,TNF-alpha
2383,83,IL-10
2384,83,IL-13
2385,83,C-reactive protein
2386,83,Calprotectin
2387,83,AKT1
2388,83,MAPK1
2389,83,proinflammatory cytokines
2390,83,Calprotectin
2391,83,Treg-related genes
2392,84,Network of brain protein level changes in glutaminase deficient fetal mice.
2393,84,glutaminase
2394,84,"Glutaminase is a multifunctional enzyme encoded by gene Gls involved in energy metabolism, ammonia trafficking and regeneration of neurotransmitter glutamate. To address the proteomic basis for the neurophenotypes of glutaminase-deficient mice, brain proteins from late gestation wild type, Gls+/- and Gls-/- male mice were subjected to two-dimensional gel electrophoresis, with subsequent identification by mass spectrometry using nano-LC-ESI-MS/MS. Protein spots that showed differential genotypic variation were quantified by immunoblotting. Differentially expressed proteins unambiguously identified by MS/MS included neurocalcin delta, retinol binding protein-1, reticulocalbin-3, cytoskeleton proteins fascin and tropomyosin alpha-4-chain, dihydropyrimidinase-related protein-5, apolipoprotein IV and proteins from protein metabolism proteasome subunits alpha type 2, type 7, heterogeneous nuclear ribonucleoprotein C1/C2 and H, voltage-gated anion-selective channel proteins 1 and 2, ATP synthase subunit beta and transitional endoplasmic reticulum ATPase. An interaction network determined by Ingenuity Pathway Analysis revealed a link between glutaminase and calcium, Akt and retinol signaling, cytoskeletal elements, ATPases, ion channels, protein synthesis and the proteasome system, intermediary, nucleic acid and lipid metabolism, huntingtin, guidance cues, transforming growth factor beta-1 and hepatocyte nuclear factor 4-alpha. The network identified involves (a) cellular assembly and organization and (b) cell signaling and cell cycle, suggesting that Gls is crucial for neuronal maturation."
2395,84,Glutaminase
2396,84,Gls
2397,84,glutaminase
2398,84,Gls
2399,84,Gls
2400,84,neurocalcin delta
2401,84,retinol binding protein-1
2402,84,reticulocalbin-3
2403,84,cytoskeleton proteins
2404,84,fascin
2405,84,tropomyosin alpha-4-chain
2406,84,dihydropyrimidinase-related protein-5
2407,84,apolipoprotein IV
2408,84,"proteasome subunits alpha type 2, type 7"
2409,84,ATP synthase subunit beta
2410,84,transitional endoplasmic reticulum ATPase
2411,84,glutaminase
2412,84,Akt
2413,84,ATPases
2414,84,ion channels
2415,84,huntingtin
2416,84,transforming growth factor beta-1
2417,84,hepatocyte nuclear factor 4-alpha
2418,84,Gls
2419,85,Secreted protein acidic and rich in cysteine (SPARC) exacerbates colonic inflammatory symptoms in dextran sodium sulphate-induced murine colitis.
2420,85,Secreted protein acidic and rich in cysteine
2421,85,SPARC
2422,85,"BACKGROUND: Secreted Protein Acidic and Rich in Cysteine (SPARC) is expressed during tissue repair and regulates cellular proliferation, migration and cytokine expression. The aim was to determine if SPARC modifies intestinal inflammation. METHODS: Wild-type (WT) and SPARC-null (KO) mice received 3% dextran sodium sulphate (DSS) for 7 days. Inflammation was assessed endoscopically, clinically and histologically. IL-1beta, IL-4, IL-5, IL-6, IL-10, IL-13, IL-17A, IL-12/IL23p40, TNF-alpha, IFN-gamma, RANTES, MCP-1, MIP-1alpha, MIP-1beta, MIG and TGF-beta1 levels were measured by ELISA and cytometric bead array. Inflammatory cells were characterised by CD68, Ly6G, F4/80 and CD11b immunofluorescence staining and regulatory T cells from spleen and mesenteric lymph nodes were assessed by flow cytometry. RESULTS: KO mice had less weight loss and diarrhoea with less endoscopic and histological inflammation than WT animals. By day 35, all (n = 13) KO animals completely resolved the inflammation compared to 7 of 14 WT mice (p&lt;0.01). Compared to WTs, KO animals at day 7 had less IL1beta (p= 0.025) and MIG (p = 0.031) with higher TGFbeta1 (p = 0.017) expression and a greater percentage of FoxP3+ regulatory T cells in the spleen and draining lymph nodes of KO animals (p&lt;0.01). KO mice also had fewer CD68+ and F4/80+ macrophages, Ly6G+ neutrophils and CD11b+ cells infiltrating the inflamed colon. CONCLUSIONS: Compared to WT, SPARC KO mice had less inflammation with fewer inflammatory cells and more regulatory T cells. Together, with increased TGF-beta1 levels, this could aid in the more rapid resolution of inflammation and restoration of the intestinal mucosa suggesting that the presence of SPARC increases intestinal inflammation."
2423,85,Secreted Protein Acidic and Rich in Cysteine
2424,85,SPARC
2425,85,cytokine
2426,85,SPARC
2427,85,SPARC
2428,85,IL-1beta
2429,85,IL-4
2430,85,IL-5
2431,85,IL-6
2432,85,IL-10
2433,85,IL-13
2434,85,IL-17A
2435,85,IL-12/IL23p40
2436,85,TNF-alpha
2437,85,IFN-gamma
2438,85,RANTES
2439,85,MCP-1
2440,85,MIP-1alpha
2441,85,MIP-1beta
2442,85,MIG
2443,85,TGF-beta1
2444,85,CD68
2445,85,Ly6G
2446,85,F4/80
2447,85,CD11b
2448,85,IL1beta
2449,85,MIG
2450,85,TGFbeta1
2451,85,FoxP3
2452,85,CD68
2453,85,F4/80
2454,85,Ly6G
2455,85,CD11b
2456,85,SPARC
2457,85,TGF-beta1
2458,85,SPARC
2459,86,High STAT1 mRNA levels but not its tyrosine phosphorylation are associated with macrophage infiltration and bad prognosis in breast cancer.
2460,86,STAT1
2461,86,"BACKGROUND: STAT1 has been attributed a function as tumor suppressor. However, in breast cancer data from microarray analysis indicated a predictive value of high mRNA expression levels of STAT1 and STAT1 target genes belonging to the interferon-related signature for a poor response to therapy. To clarify this issue we have determined STAT1 expression levels and activation by different methods, and investigated their association with tumor infiltration by immune cells. Additionally, we evaluated the interrelationship of these parameters and their significance for predicting disease outcome. METHODS: Expression of STAT1, its target genes SOCS1, IRF1, CXCL9, CXCL10, CXCL11, IFIT1, IFITM1, MX1 and genes characteristic for immune cell infiltration (CD68, CD163, PD-L1, PD-L2, PD-1, CD45, IFN-gamma, FOXP3) was determined by RT-PCR in two independent cohorts comprising 132 breast cancer patients. For a subset of patients, protein levels of total as well as serine and tyrosine-phosphorylated STAT1 were ascertained by immunohistochemistry or immunoblotting and protein levels of CXCL10 by ELISA. RESULTS: mRNA expression levels of STAT1 and STAT1 target genes, as well as protein levels of total and serine-phosphorylated STAT1 correlated with each other in neoplastic tissue. However, there was no association between tumor levels of STAT1 mRNA and tyrosine-phosphorylated STAT1 and between CXCL10 serum levels and CXCL10 expression in the tumor. Tumors with increased STAT1 mRNA amounts exhibited elevated expression of genes characteristic for tumor-associated macrophages and immunosuppressive T lymphocytes. Survival analysis revealed an association of high STAT1 mRNA levels and bad prognosis in both cohorts. A similar prognostically relevant correlation with unfavorable outcome was evident for CXCL10, MX1, CD68, CD163, IFN-gamma, and PD-L2 expression in at least one collective. By contrast, activation of STAT1 as assessed by the level of STAT1-Y701 phosphorylation was linked to positive outcome. In multivariate Cox regression, the predictive power of STAT1 mRNA expression was lost when including expression of CXCL10, MX1 and CD68 as confounders. CONCLUSIONS: Our study confirms distinct prognostic relevance of STAT1 expression levels and STAT1 tyrosine phosphorylation in breast cancer patients and identifies an association of high STAT1 levels with elevated expression of STAT1 target genes and markers for infiltrating immune cells."
2462,86,STAT1
2463,86,tumor suppressor
2464,86,STAT1
2465,86,STAT1
2466,86,interferon
2467,86,STAT1
2468,86,STAT1
2469,86,SOCS1
2470,86,IRF1
2471,86,CXCL9
2472,86,CXCL10
2473,86,CXCL11
2474,86,IFIT1
2475,86,IFITM1
2476,86,MX1
2477,86,CD68
2478,86,CD163
2479,86,PD-L1
2480,86,PD-L2
2481,86,PD-1
2482,86,CD45
2483,86,IFN-gamma
2484,86,FOXP3
2485,86,STAT1
2486,86,CXCL10
2487,86,STAT1
2488,86,STAT1
2489,86,STAT1
2490,86,STAT1
2491,86,STAT1
2492,86,CXCL10
2493,86,CXCL10
2494,86,STAT1
2495,86,STAT1
2496,86,CXCL10
2497,86,MX1
2498,86,CD68
2499,86,CD163
2500,86,IFN-gamma
2501,86,PD-L2
2502,86,STAT1
2503,86,STAT1
2504,86,STAT1
2505,86,CXCL10
2506,86,MX1
2507,86,CD68
2508,86,STAT1
2509,86,STAT1
2510,86,STAT1
2511,86,STAT1
2512,87,"Mesenchymal stem cells promote liver regeneration and prolong survival in small-for-size liver grafts: involvement of C-Jun N-terminal kinase, cyclin D1, and NF-kappaB."
2513,87,C-Jun N-terminal kinase
2514,87,cyclin D1
2515,87,NF-kappaB
2516,87,"BACKGROUND: The therapeutic potential of mesenchymal stem cells (MSCs) has been highlighted recently for treatment of acute or chronic liver injury, by possibly differentiating into hepatocyte-like cells, reducing inflammation, and enhancing tissue repair. Despite recent progress, exact mechanisms of action are not clearly elucidated. In this study, we attempted to explore whether and how MSCs protected hepatocytes and stimulated allograft regeneration in small-for-size liver transplantation (SFSLT). METHODS: SFSLT model was established with a 30% partial liver transplantation (30PLT) in rats. The differentiation potential and characteristics of bone marrow derived MSCs were explored in vitro. MSCs were infused transvenously immediately after graft implantation in therapy group. Expressions of apoptosis-, inflammatory-, anti-inflammatory-, and growth factor-related genes were measured by RT-PCR, activities of transcription factors AP-1 and NF-kappaB were analyzed by EMSA, and proliferative responses of the hepatic graft were evaluated by immunohistochemistry and western blot. RESULTS: MSCs were successfully induced into hepatocyte-like cells, osteoblasts and adipocytes in vitro. MSCs therapy could not only alleviate ischemia reperfusion injury and acute inflammation to promote liver regeneration, but also profoundly improve one week survival rate. It markedly up-regulated the mRNA expressions of HGF, Bcl-2, Bcl-XL, IL-6, IL-10, IP-10, and CXCR2, however, down-regulated TNF-alpha. Increased activities of AP-1 and NF-kappaB, as well as elevated expressions of p-c-Jun, cyclin D1, and proliferating cell nuclear antigen (PCNA), were also found in MSCs therapy group. CONCLUSION: These data suggest that MSCs therapy promotes hepatocyte proliferation and prolongs survival in SFSLT by reducing ischemia reperfusion injury and acute inflammation, and sustaining early increased expressions of c-Jun N-terminal Kinase, Cyclin D1, and NF-kappaB."
2517,87,transcription factors
2518,87,AP-1
2519,87,NF-kappaB
2520,87,HGF
2521,87,Bcl-2
2522,87,Bcl-XL
2523,87,IL-6
2524,87,IL-10
2525,87,IP-10
2526,87,CXCR2
2527,87,TNF-alpha
2528,87,AP-1
2529,87,NF-kappaB
2530,87,c-Jun
2531,87,cyclin D1
2532,87,proliferating cell nuclear antigen
2533,87,PCNA
2534,87,c-Jun N-terminal Kinase
2535,87,Cyclin D1
2536,87,NF-kappaB
2537,88,"Extracellular superoxide dismutase regulates the expression of small gtpase regulatory proteins GEFs, GAPs, and GDI."
2538,88,Extracellular superoxide dismutase
2539,88,small gtpase regulatory proteins
2540,88,GEFs
2541,88,GAPs
2542,88,GDI
2543,88,"Extracellular superoxide dismutase (SOD3), which catalyzes the dismutation of superoxide anions to hydrogen peroxide at the cell membranes, regulates the cellular growth in a dose-dependent manner. This enzyme induces primary cell proliferation and immortalization at low expression levels whereas it activates cancer barrier signaling through the p53-p21 pathway at high expression levels, causing growth arrest, senescence, and apoptosis. Because previous reports suggested that the SOD3-induced reduction in the rates of cellular growth and migration also occurred in the absence of functional p53 signaling, in the current study we investigated the SOD3-induced growth-suppressive mechanisms in anaplastic thyroid cancer cells. Based on our data, the robust over-expression of SOD3 increased the level of phosphorylation of the EGFR, ERBB2, RYK, ALK, FLT3, and EPHA10 receptor tyrosine kinases with the consequent downstream activation of the SRC, FYN, YES, HCK, and LYN kinases. However, pull-down experiments focusing on the small GTPase RAS, RAC, CDC42, and RHO revealed a reduced level of growth and migration signal transduction, such as the lack of stimulation of the mitogen pathway, in the SOD3 over-expressing cells, which was confirmed by MEK1/2 and ERK1/2 Western blotting analysis. Interestingly, the mRNA expression analyses indicated that SOD3 regulated the expression of guanine nucleotide-exchange factors (RHO GEF16, RAL GEF RGL1), GTPase-activating proteins (ARFGAP ADAP2, RAS GAP RASAL1, RGS4), and a Rho guanine nucleotide-disassociation inhibitor (RHO GDI 2) in a dose dependent manner, thus controlling signaling through the small G protein GTPases. Therefore, our current data may suggest the occurrence of dose-dependent SOD3-driven control of the GTP loading of small G proteins indicating a novel growth regulatory mechanism of this enzyme. "
2544,88,Extracellular superoxide dismutase
2545,88,SOD3
2546,88,p53
2547,88,p21
2548,88,SOD3
2549,88,p53
2550,88,SOD3
2551,88,SOD3
2552,88,EGFR
2553,88,ERBB2
2554,88,RYK
2555,88,ALK
2556,88,FLT3
2557,88,EPHA10
2558,88,receptor tyrosine kinases
2559,88,SRC
2560,88,FYN
2561,88,YES
2562,88,HCK
2563,88,LYN
2564,88,kinases
2565,88,small GTPase
2566,88,RAS
2567,88,RAC
2568,88,CDC42
2569,88,RHO
2570,88,SOD3
2571,88,MEK1/2
2572,88,ERK1/2
2573,88,SOD3
2574,88,guanine nucleotide-exchange factors
2575,88,RHO GEF16
2576,88,RAL GEF RGL1
2577,88,GTPase-activating proteins
2578,88,ARFGAP ADAP2
2579,88,RAS GAP RASAL1
2580,88,RGS4
2581,88,Rho guanine nucleotide-disassociation inhibitor
2582,88,RHO GDI 2
2583,88,small G protein GTPases
2584,88,SOD3
2585,88,small G proteins
2586,89,"ING5 suppresses proliferation, apoptosis, migration and invasion, and induces autophagy and differentiation of gastric cancer cells: a good marker for carcinogenesis and subsequent progression."
2587,89,ING5
2588,89,"Here, we found that ING5 overexpression increased autophagy, differentiation, and decreased proliferation, apoptosis, migration, invasion and lamellipodia formation in gastric cancer cells, while ING5 knockdown had the opposite effects. In SGC-7901 transfectants, ING5 overexpression caused G1 arrest, which was positively associated with 14-3-3 overexpression, Cdk4 and c-jun hypoexpression. The induction of Bax hypoexpression, Bcl-2, survivin, 14-3-3, PI3K, p-Akt and p70S6K overexpression by ING5 decreased apoptosis in SGC-7901 cells. The hypoexpression of MMP-9, MAP1B and flotillin 2 contributed to the inhibitory effects of ING5 on migration and invasion of SGC-7901 cells. ING5 overexpression might activate both beta-catenin and NF-kappaB pathways in SGC-7901 cells, and promote the expression of down-stream genes (c-myc, VEGF, Cyclin D1, survivin, and interleukins). Compared with the control, ING5 transfectants displayed drug resistance to triciribine, paclitaxel, cisplatin, SAHA, MG132 and parthenolide, which was positively related to their apoptotic induction and the overexpression of chemoresistance-related genes (MDR1, GRP78, GRP94, IRE, CD147, FBXW7, TOP1, TOP2, MLH1, MRP1, BRCP1 and GST-pi). ING5 expression was higher in gastric cancer than matched mucosa. It was inversely associated with tumor size, dedifferentiation, lymph node metastasis and clinicopathological staging of cancer. ING5 overexpression suppressed growth, blood supply and lung metastasis of SGC-7901 cells by inhibiting proliferation, enhancing autophagy and apoptosis in xenograft models. It was suggested that ING5 expression might be employed as a good marker for gastric carcinogenesis and subsequent progression by inhibiting proliferation, growth, migration, invasion and metastasis. ING5 might induce apoptotic and chemotherapeutic resistances of gastric cancer cells by activating beta-catenin, NF-kappaB and Akt pathways. "
2589,89,ING5
2590,89,ING5
2591,89,ING5
2592,89,14-3-3
2593,89,Cdk4
2594,89,c-jun
2595,89,Bax
2596,89,Bcl-2
2597,89,survivin
2598,89,14-3-3
2599,89,PI3K
2600,89,Akt
2601,89,p70S6K
2602,89,ING5
2603,89,MMP-9
2604,89,MAP1B
2605,89,flotillin 2
2606,89,ING5
2607,89,ING5
2608,89,beta-catenin
2609,89,NF-kappaB
2610,89,c-myc
2611,89,VEGF
2612,89,Cyclin D1
2613,89,survivin
2614,89,interleukins
2615,89,ING5
2616,89,MDR1
2617,89,GRP78
2618,89,GRP94
2619,89,IRE
2620,89,CD147
2621,89,FBXW7
2622,89,TOP1
2623,89,TOP2
2624,89,MLH1
2625,89,MRP1
2626,89,BRCP1
2627,89,GST-pi
2628,89,ING5
2629,89,ING5
2630,89,ING5
2631,89,ING5
2632,89,beta-catenin
2633,89,NF-kappaB
2634,89,Akt
2635,90,"Protein-Trap Insertional Mutagenesis Uncovers New Genes Involved in Zebrafish Skin Development, Including a Neuregulin 2a-Based ErbB Signaling Pathway Required during Median Fin Fold Morphogenesis."
2636,90,Neuregulin 2a
2637,90,ErbB
2638,90,"Skin disorders are widespread, but available treatments are limited. A more comprehensive understanding of skin development mechanisms will drive identification of new treatment targets and modalities. Here we report the Zebrafish Integument Project (ZIP), an expression-driven platform for identifying new skin genes and phenotypes in the vertebrate model Danio rerio (zebrafish). In vivo selection for skin-specific expression of gene-break transposon (GBT) mutant lines identified eleven new, revertible GBT alleles of genes involved in skin development. Eight genes--fras1, grip1, hmcn1, msxc, col4a4, ahnak, capn12, and nrg2a--had been described in an integumentary context to varying degrees, while arhgef25b, fkbp10b, and megf6a emerged as novel skin genes. Embryos homozygous for a GBT insertion within neuregulin 2a (nrg2a) revealed a novel requirement for a Neuregulin 2a (Nrg2a)-ErbB2/3-AKT signaling pathway governing the apicobasal organization of a subset of epidermal cells during median fin fold (MFF) morphogenesis. In nrg2a mutant larvae, the basal keratinocytes within the apical MFF, known as ridge cells, displayed reduced pAKT levels as well as reduced apical domains and exaggerated basolateral domains. Those defects compromised proper ridge cell elongation into a flattened epithelial morphology, resulting in thickened MFF edges. Pharmacological inhibition verified that Nrg2a signals through the ErbB receptor tyrosine kinase network. Moreover, knockdown of the epithelial polarity regulator and tumor suppressor lgl2 ameliorated the nrg2a mutant phenotype. Identifying Lgl2 as an antagonist of Nrg2a-ErbB signaling revealed a significantly earlier role for Lgl2 during epidermal morphogenesis than has been described to date. Furthermore, our findings demonstrated that successive, coordinated ridge cell shape changes drive apical MFF development, making MFF ridge cells a valuable model for investigating how the coordinated regulation of cell polarity and cell shape changes serves as a crucial mechanism of epithelial morphogenesis."
2639,90,fras1
2640,90,grip1
2641,90,hmcn1
2642,90,msxc
2643,90,col4a4
2644,90,ahnak
2645,90,capn12
2646,90,nrg2a
2647,90,arhgef25b
2648,90,fkbp10b
2649,90,megf6a
2650,90,neuregulin 2a
2651,90,nrg2a
2652,90,Neuregulin 2a
2653,90,Nrg2a
2654,90,ErbB2/3
2655,90,AKT
2656,90,nrg2a
2657,90,AKT
2658,90,Nrg2a
2659,90,ErbB receptor tyrosine kinase
2660,90,lgl2
2661,90,nrg2a
2662,90,Lgl2
2663,90,Nrg2a
2664,90,ErbB
2665,90,Lgl2
2666,91,"Establishment and characterization of a novel MYC/BCL2 ""double-hit"" diffuse large B cell lymphoma cell line, RC."
2667,91,MYC
2668,91,BCL2
